()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()||<SE1>AVG_Cloak_Whoosh</SE1>:엘마의 한쪽 팔은 류드밀라가 아주 살짝 힘을 줬는데도 쑥 뽑힌 상태였다.
Erma(0)<Speaker>엘마</Speaker>||:...시킨대로 콜트 익스프레스 안에선 입 다물었어요.+그러니까 제 팔 다시 끼워 줄래요?
AR18(2)<Position>0,70</Position><Speaker>류드밀라</Speaker>;Erma(0)||:왜 엘마 흄을 찾고 있지?+넌 "흄"과 무슨 관계야?
AR18(2)<Position>0,70</Position>;Erma(2)<Speaker>엘마</Speaker>||:엘마 흄이 누군지 알아요?
AR18(2)<Position>0,70</Position><Speaker>류드밀라</Speaker>;Erma(2)||:...일단 흔한 성씨는 아니지.
AR18(2)<Position>0,70</Position>;Erma(0)<Speaker>엘마</Speaker>||:그럼, 엘마 흄은 몰라도 다른 흄은 안다는 뜻이네요?+그 정보 저랑 거래해 줄 수 있어요?
AR18(2)<Position>0,70</Position>;Erma(0)<同时置暗><Speaker></Speaker>||:류드밀라는 잠시 넋을 잃었다. 지금 눈앞의 이 인형 소녀는 문자 그대로 거지 꼴에 한쪽 팔은 뽑힌 데다, 이마에는 총구까지 겨눠져 있었다.+해킹이 불가능한 마인드맵 외에는 눈에 띄는 점 없고, 무력도 류드밀라 자신보다 훨씬 형편없어 보였다.
AR18(2)<Position>0,70</Position><Speaker>류드밀라</Speaker>;Erma(0)||:...같은 말을 반복하게 하지 마.
AR18(2)<Position>0,70</Position>;Erma(0)<Speaker>엘마</Speaker>||:제 이름은 엘마 흄이에요.+당신은 저를 모르는 거 같은데 왜 그렇게 냅다 여기로 끌고와서 총을 꺼내 겨눌 만큼 예민하게 굴어요?+혹시...
AR18(2)<Position>0,70</Position><Speaker>류드밀라</Speaker>;Erma(0)||:......?
AR18(2)<Position>0,70</Position>;Erma(2)<Speaker>엘마</Speaker>||:혹시, 당신도 성이 흄인가요?+성씨가 "흄"인 사람은 다 추격당하는 입장이라, 당신은 정보가 유출되는 걸 막아서 "흄"을 지키려는 건가요?
AR18(2)<Position>0,70</Position><Speaker>류드밀라</Speaker>;Erma(2)||:...지금 날 모욕하는 거냐?
Erma(1)<Speaker>엘마</Speaker>||:......+우선 제 이유부터 설명할게요.
()||:류드밀라의 머릿속 경종이 맹렬하게 울렸다.+하지만 엘마는 아무런 동작도 취하지 않고, 그저 계속해서 류드밀라를 바라보기만 했다. 저 조금 무덤덤해보이는 금안으로.
Erma(0)<Speaker>엘마</Speaker>||:흄은 제 주인, 혹은 제 "엄마"의 성...일 거예요.+저는 기억을 잃어서 그 사람을 찾아야 해요.+기억을 잃기 전 남겨진 단서가 "콜트 익스프레스"뿐이었고요.+하지만... 당신도 같은 자리에 있었어서 알겠지만, 쓸 만한 정보는 하나도 없었어요.
AR18(2)<Position>0,70</Position><Speaker>류드밀라</Speaker>||:......
()||:저 말을 믿어도 될까?
AR18(2)<Position>0,70</Position><Speaker>류드밀라</Speaker>||:<color=#A9A9A9>아주 말도 안 되지는 않아. 이렇게 민폐를 끼치고 다니는 것은 확실히 그 박사다운 짓이야.</color>
AR18(2)<Position>0,70</Position><同时置暗><Speaker>알 수 없는 신호</Speaker>||<SE1>AVG_tele_connect</SE1>:<color=#00CCFF>"새벽별"이 추락했다.</color>
AR18(2)<Position>0,70</Position><Speaker>류드밀라</Speaker>||:......!
AR18(2)<Position>0,70</Position><Speaker></Speaker>||<SE1>ClothingUp</SE1>:류드밀라는 고개를 숙여 그 소녀의 눈을 응시했다.
AR18(2)<Position>0,70</Position><Speaker>류드밀라</Speaker>||:<color=#A9A9A9>이 타이밍에...?</color>+<color=#A9A9A9>...아니야, 그렇다고 이 인형을 함부로 믿어서는 안 돼. 마인드맵을 해킹할 수도 없고, 이런 우연도 함정일 가능성이 있어... 모든 요소를 경계해야 해.</color>
()||<SE1>AVG_rifle_finalshot_h</SE1><controll_shake>%%type_id=2%%duration=1%%delay=0.1%%range=8</controll_shake><黑点1><BGM>BGM_Empty</BGM>:타——앙!!!+그때, 옆 객차에서 꽤나 익숙한 굉음이 들려왔다.
()||<黑点2><BIN>528</BIN><narrator>:대륙간 열차 "미래호", F09호 식당차.
()||<SE1>AVG_AMB_Restaurant</SE1>:갑작스런 큰 소리에 승객들은 깜짝 놀라 어리둥절했고, 수잔나는 인상을 찌푸리면서도 빠르게 승객들을 진정시켰다.
NPC-TD_Porter(0)<Speaker>수잔나</Speaker>||:여러분, 진정해 주십시오. 제가 확인해보겠습――
()||<SE1>Stop_AVG_loop</SE1><SE1>AVG_Door_Hit</SE1><震屏3>:쾅!!+수잔나가 문에 다가가기도 전에 밖의 누군가가 식당차의 문을 열어젖혔다.
NPC-TD_Porter(0)<Shake>0.1</Shake><Speaker>수잔나</Speaker>||:――!!!
()||<SE1>AVG_lifttable</SE1><BGM>10082</BGM>:절뚝절뚝절뚝...+문을 열어젖힌 주인공은 다리를 절뚝이면서도 다급하게 외치며 안으로 들어왔다.
()<Speaker>벌벌떠는 남자</Speaker>||<SE1>RunStep</SE1>:<size=50>사, 살려, 살려 주세요!</size>+<size=50>가, 가, 강도! 강도――</size>
()||<SE1>AVG_pistol_finalshot_n</SE1><震屏3>:타앙!!!+뒤에서 날아든 총성과 총탄이 그의 정수리를 스치며 입을 틀어막았다.
()||<SE1>AVG_Sniper_Glass_Break</SE1><震屏3>:쨍그랑!!+그리고 날아든 총탄은 벽에 맞고 도탄되어, 바 카운터의 와인병 하나를 박살내 피처럼 붉은 술을 흩뿌렸다.
()<Speaker>벌벌떠는 남자</Speaker>||:<size=50>사람 살려어어어!!!</size>
()||<controll_shake>%%type_id=2%%duration=5%%delay=0.1%%range=8</controll_shake><SE1>AVG_20Winter_People_Panic</SE1><SE1>AVG_Crowd_Run</SE1>:아무리 둔감한 사람이라도 사태를 파악할 수 있게 되자, 식당차의 승객들은 전원 동시에 패닉에 빠졌다.
()||:그리고 모두 한데 뒤엉켜 반대편으로 도망치려 했지만...
()||<SE1>Explode</SE1><controll_shake>%%type_id=2%%duration=6%%delay=0.1%%range=8</controll_shake>:퍼엉!!+폭발이 일어나 F10호 객차와 식당차의 문을 박살냈다.+엄청난 충격파에 문 앞까지 몰려들었던 승객들은 전부 튕겨져 나갔고, 겁에 질린 웅성거림은 순식간에 처절한 비명으로 변했다.
()||<SE1>Explode</SE1><controll_shake>%%type_id=2%%duration=5%%delay=0.1%%range=8</controll_shake><common_effect>%%code=AVG_chuxian_yan%%</common_effect>:승객들은 엎치락뒤치락 식당차의 중앙으로 한데 뭉쳤고, 더는 선두가 아니게 된 자들은 어쩔 줄 몰라하며 바닥을 기었다.+그 와중, 폭발로 인한 연기를 가장 먼저 뚫고 모습을 드러낸 것은 바로 아까 F02호차에서 행패를 부렸던 거한이었다.
NPC-Bodyguard1(0)<Speaker>다니엘</Speaker>||:길 청소했습니다, "할멈".
NPC-OldLady(0)<Position>0,180</Position><Speaker>발레리야 부인?</Speaker>||:고맙다, 다니엘.
()||<SE1>AVG_Wheelchair</SE1>:그리고 그 뒤로 나타난 것은 바로 휠체어에 탄 온화한 표정의 노부인이었다.+이에 수잔나는 기겁할 수밖에 없었다.
NPC-TD_Porter(0)<Shake>0.1</Shake><Speaker>수잔나</Speaker>||:바, 발레리야 부인...?
()||:그녀를 본 수잔나는 억지로라도 자신을 진정시켰다.
NPC-TD_Porter(0)<Speaker>수잔나</Speaker>||:...부인, 승무원 수잔나가 성심껏 모시겠습니다. 식당차까지 오시다니, 어떻게 도와드리면 될까요?
()||:이 열차에 강도가 들이닥친 것도, 수잔나가 이런 상황에 놓인 것도 처음은 아니었다. 그렇기에 원래부터 회색분자 상대에 익숙한 그녀는 저들 같은 부류와 대화하는 법을 잘 알았다.+강도들의 목적은 보나마나 돈. 그러므로 승무원인 수잔나는 적당히 저들의 비위를 맞춰 주며 승객들의 안전 확보를 최우선시하면 될 터였다.+적어도 그녀 생각엔 그랬다.
NPC-OldLady(0)<Position>0,180</Position><Speaker>발레리야 부인?</Speaker>||:인형 아가씨~? 잘못 아는 게 두 가지 있구나.
()||<SE1>Select</SE1>:철컥.
()||:그녀에게 돌아온 것은 시꺼멓고 커다란 총구 두 개였다.
NPC-OldLady(0)<Speaker>발레리야 부인?</Speaker>||:첫째, 난 너랑 소꿉놀이나 할 마음 없단다.
()||:온화하던 노부인의 얼굴이 급속도로 일그러졌다.
()<Speaker>발레리야 부인?</Speaker>||:그리고 둘째, 내 이름은 말이지...
NPC-OldLady(4)<Speaker>발레리야 부인?</Speaker>||<BGM>BGM_Empty</BGM><黑点1>:<size=50>류바 할멈이다――!!</size>
()||<黑点2><BIN>538</BIN><震屏3><BGM>GF_21summer_avg_Reunion</BGM>:벌어질 일을 직감한 거의 모두가 번쩍 손을 들었고, 시꺼먼 두 총구는 불을 뿜었다.
()||<SE1>AVG_rifle_finalshot_h</SE1><BIN>539</BIN>:퍼엉!!
()||<SE1>AVG_Broken_Glass</SE1>:묵직한 총성과 함께, 바 카운터에 줄지어 늘어선 크리스탈 잔들이 와장창 깨져 나갔다.
()<Speaker>수잔나</Speaker>||:꺄아아악!!
()||<SE1>AVG_20Winter_People_Panic</SE1>:산전수전 다 겪어본 수잔나도 비명을 지를 수밖에 없었다.+그리고 공포에 벌벌 떨던 승객들도 참지 못하고 덩달아 날카로운 비명을 질렀다.+이렇게 저항은 꿈도 못 꿀 상황 속에서, 다니엘이란 이름의 거한은 총구를 들이대며 윽박질렀다.
()||<SE1>Stop_AVG_loop</SE1><黑点1>:자신에게 총구가 겨눠질 때마다, 승객들은 눈물도 비명도 뚝 그쳤다.
NPC-Bodyguard1(0)<Speaker>다니엘</Speaker>||<黑点2><BIN>528</BIN>:시끄러워! 인형은 10호차로, 인간은 8호차로! 움직여!+몸에 지닌 건 전부 테이블에 올려놓고, 짐가방도 다 열어놔라! 빨랑빨랑 움직여!
()||:잠시 패닉에 빠졌던 수잔나는 문득 뇌리를 스친 것에 간신히 정신을 차리고, 고개를 들어 "류바 할멈"을 다시 보았다. 그리고 경악했다.
NPC-TD_Porter(0)<Speaker>수잔나</Speaker>||:류... 류... 류바 할멈...?!+신소련의 마지막 보르——
NPC-OldLady(4)<Speaker>류바 할멈</Speaker>||:네가 추천해 준 노블 와인 참 맛있더구나.+눈치도 빠른 아이니, 지금부터 어떡해야 할진 잘~ 알겠지?
()||:수잔나는 중얼거리던 말을 마른침과 함께 꿀꺽 삼켰다.+그리고, 한참을 망설이다 다시 입을 열었다.
()<Speaker>수잔나</Speaker>||:......+승객 리스트는 준비실에 있어요.
NPC-OldLady(4)<Speaker>류바 할멈</Speaker>||:그래그래 고맙구나, 착하기도 해라.
()||:지금 휠체어에 "올라탄" 사람은 더는 허약한 노부인이 아니었다. 양손에 하나씩 산탄총을 쥔, 무법자들의 수장이었다. 우아한 음악과는 전혀 안 어울리는 소름 끼치는 그녀의 웃음소리는 마치 죽음을 독촉하는 음표 같기까지 했다.
()||<SE1>AVG_Team_Running</SE1>:그리고 그녀의 뒤로, 무장한 강도들이 질서정연하게 차례차례 걸어 나왔다.
()||:한편, 캐서린은 강도들이 들이닥쳤을 때부터 패닉에 빠져 바 카운터 앞에 웅크려 앉아 부들부들 떨며 손가락 하나 까닥 못하는 상태였다.
NPC-Scalper(3)<Speaker>캐서린</Speaker>||<SE1>Heartbeat</SE1>:매기... 우리 이제 어떡해...
()<Speaker>매기</Speaker>||:......
()||<黑点1>:바 테이블 위에 엎어져 있는 매기는, 여전히 미동도 않았다.+......
()||<黑点2><BIN>420</BIN><narrator><BGM>BGM_Empty</BGM>:대륙간 열차 "미래호", F09호 식당차의 화장실.
()||<SE1>AVG_rifle_finalshot_h</SE1><controll_shake>%%type_id=2%%duration=1%%delay=0.1%%range=8</controll_shake><BGM>BGM_stage10</BGM>:고막이 터질 듯한 총성에, 화장실 안의 두 인형들은 시선을 교환했다.
Erma(2)<Speaker>엘마</Speaker>||:밖이 시끄러운데, 무슨 일이죠?
AR18(4)<Position>0,70</Position><Speaker>류드밀라</Speaker>;Erma(2)||:총성이다.
AR18(4)<Position>0,70</Position>;Erma(1)<Speaker>엘마</Speaker>||:...살인 사건인가요?
AR18(2)<Position>0,70</Position><Speaker>류드밀라</Speaker>;Erma(1)||:몰라. 다만 상대는 산탄총으로 무장하고 있군. 수도 적지 않고 무장의 종류도 다양해.+소리로 봐서는 Super-Shorty, M500...
AR18(2)<Position>0,70</Position>;Erma(2)<Speaker>엘마</Speaker>||:당신도 총 갖고 있잖아요, 같은 편 아니에요?
AR18(2)<Position>0,70</Position><Speaker>류드밀라</Speaker>;Erma(2)||:아니야.
AR18(2)<Position>0,70</Position>;Erma(0)<Speaker>엘마</Speaker>||:그럼 먼저 흄에 대해서 말해 주세요.+제가 콜트 익스프레스에서 흄이라 말하자마자 바로 여기로 끌고 왔잖아요.+대체 이유가 뭐예요?
AR18(2)<Position>0,70</Position><Speaker>류드밀라</Speaker>;Erma(0)||:...말해 줄 수 없어.
Erma(0)<Speaker>엘마</Speaker>||:......
()||:류드밀라는 눈을 감고 주의력을 귀에 집중했다.+저 밖에 총으로 무장한 자들은 수가 꽤 되었다. 어떻게 저토록 많은 무기를 가지고 열차에 오를 수 있었을까?
AR18(2)<Position>0,70</Position><Speaker>류드밀라</Speaker>||:일곱... 여덟... 침입자는 총 12명. 그중 한 명은 발 대신 휠체어인가.
()||:류드밀라의 머릿속에 객차에서 보았던 그 노부인의 모습이 떠올랐다.
AR18(2)<Position>0,70</Position><Speaker>류드밀라</Speaker>||:...누군지 알겠다.
Erma(2)<Speaker>엘마</Speaker>||:네?
AR18(2)<Position>0,70</Position><Speaker>류드밀라</Speaker>||:신소련의 마지막 "보르 브 자코녜".+절도는 기본이고, 네가 생각해낼 수 있는 거의 모든 범법 행위로 생계를 유지하는 놈들이지.
()||:류드밀라가 뜸을 들였다.
AR18(2)<Position>0,70</Position><Speaker>류드밀라</Speaker>||:...그리고, 놈들은 강도짓을 할 땐 생존자를 잘 남기지 않아.
Erma(2)<Speaker>엘마</Speaker>||:...소리만 들어도 거기까지 알아요?
()||<SE1>AVG_tele_connect</SE1>:류드밀라가 고민에 빠진 사이, 돌연 낯선 통신 요청이 동시에 두 인형에게 들어왔다.
()||:둘은 다시 서로 잠깐 마주보다, 동시에 통신을 받았다.+받은 통신에서 흘러나온 것은, 벌써 익숙해진 목소리였다.
()<Speaker>？？</Speaker>||<BGM>BGM_Empty</BGM>:<color=#00CCFF>이보쇼 거기 두 손님들.</color>+<color=#00CCFF>지금 무진장 급하니까 바로 질문할게.</color>+<color=#00CCFF>두 사람 중에 누가 잠복 수사 중인 특수요원이야?</color>+<color=#00CCFF>...설마 둘 다야?</color>
()||<黑屏1>:
