()||<BIN>9</BIN><BGM>BGM_Empty</BGM><黑屏1>0,10</黑屏1>:
NPC-AngeStreet(0);NPC-Jason(0)<Speaker>K</Speaker><通讯框>||:<color=#00CCFF>그렇다면 나도 네게 해명할 것이 없——</color>
NPC-AngeStreet(0)<Speaker>안젤리아</Speaker>;NPC-Jason(0)<通讯框>||:이번 임무에, 다른 목적이 있다던가?
NPC-AngeStreet(0);NPC-Jason(0)<Speaker>K</Speaker><通讯框>||:<color=#00CCFF>.......</color>
NPC-AngeStreet(0);NPC-Jason(0)<Speaker>K</Speaker><通讯框>||:<color=#00CCFF>지나치게 고민해봤자, 네 건강에 안 좋아.</color>
NPC-AngeStreet(0);NPC-Jason(0)<Speaker>K</Speaker><通讯框>||:<color=#00CCFF>안전국의 요원으로서 임무를 수행해라. 그게 네 유일한 가치니까.</color>
NPC-AngeStreet(0)<Speaker>안젤리아</Speaker>;NPC-Jason(0)<通讯框>||:흥, 난 내가 진작에 반역한 줄 알았는데.
NPC-AngeStreet(0);NPC-Jason(0)<Speaker>K</Speaker><通讯框>||:<color=#00CCFF>그래서 넌 내가 필요하지.</color>
NPC-AngeStreet(0)<Speaker>안젤리아</Speaker>;NPC-Jason(0)<通讯框>||:그딴 헛소리——
NPC-AngeStreet(0);NPC-Jason(0)<Speaker>K</Speaker><通讯框>||:<color=#00CCFF>네가 예전에 무엇으로서 무슨 일을 했는지는 전혀 관심 없어. 내겐 다 무의미해.</color>
NPC-AngeStreet(0);NPC-Jason(0)<Speaker>K</Speaker><通讯框>||:<color=#00CCFF>넌 그저 도구에 불과해. 그리고 지금 네 충성심을 판단할 수 있는 건 나뿐이다.</color>
NPC-AngeStreet(0);NPC-Jason(0)<Speaker>K</Speaker><通讯框>||:<color=#00CCFF>이점을 명심하고, 이제 그만 입 다물어.</color>
NPC-AngeStreet(0)<Speaker>안젤리아</Speaker>;NPC-Jason(0)<通讯框>||:......
NPC-AngeStreet(0)<Speaker></Speaker>||:삐익.
NPC-AngeStreet(0)<Speaker>안젤리아</Speaker>||:제기랄, 언제나 이딴 식이라니까.+항상 전부 파악하고 있다면서, 뭐든지 지원해주겠다면서, 결국 일이 터지면 우리가 알아서 해야 하잖아.
NPC-AngeStreet(0);AK12(0)<Speaker>AK12</Speaker><通讯框>||:<color=#00CCFF>실망했어?</color>
NPC-AngeStreet(0)<Speaker>안젤리아</Speaker>;AK12(0)<通讯框>||:그럴 리가. 애초에 지원해줄 거라 기대도 안 했어.
NPC-AngeStreet(0);AK12(0)<Speaker>AK12</Speaker><通讯框>||:<color=#00CCFF>그래도... K가 한 말도 일리는 있어, ELID 저지는 우리의 임무가 아니잖아. 지금이라도 이탈할 수는 있어.</color>
NPC-AngeStreet(0);AK12(0)<Speaker>AK12</Speaker><通讯框>||:<color=#00CCFF>그리고 지금 ELID의 이동 속도로 봐선, 10분만 더 지나면 당신이 있는 곳도 위험해질 거야.</color>
NPC-AngeStreet(0)<Speaker>안젤리아</Speaker>;AK12(0)<通讯框>||:...아직 때가 아니야.
NPC-AngeStreet(0)<Speaker>안젤리아</Speaker>;AK12(0)<通讯框>||:격리벽을 포기하면, 앞으로의 작전에 더 큰 지장이 생겨. 적어도 AR15와 AN94가 임무를 마칠 때까지 버텨야 해.
NPC-AngeStreet(0);AK12(0)<Speaker>AK12</Speaker><通讯框>||:<color=#00CCFF>요컨대, 시간을 더 끌어야 한다는 거네.</color>
NPC-AngeStreet(0)<Speaker>안젤리아</Speaker>;AK12(0)<通讯框>||:지금 상황은 어떻지?
NPC-AngeStreet(0);M4A1Mod(0)<Speaker>M4A1</Speaker><通讯框>||:<color=#00CCFF>사태를 점점 통제해나가고는 있지만, 여전히 낙관적인 국면은 아닙니다.</color>
NPC-AngeStreet(0);M4A1Mod(0)<Speaker>M4A1</Speaker><通讯框>||:<color=#00CCFF>거의 모든 방위군 거점이... 궤멸 직전입니다.</color>
NPC-AngeStreet(0);M4A1Mod(0)<Speaker>M4A1</Speaker><通讯框>||:<color=#00CCFF>그리고 이 병사들은 대부분이 무작정 사격하고 있기에, 명중률이 매우...</color>
NPC-AngeStreet(0);AK12(0)<Speaker>AK12</Speaker><通讯框>||:<color=#00CCFF>훈련도 제대로 못 받았을 테니, 오래 버티지 못할 거야.</color>
NPC-AngeStreet(0);AK12(0)<Speaker>AK12</Speaker><通讯框>||:<color=#00CCFF>아, 그리고 방금 방위군의 다른 통신을 감청했는데...</color>
NPC-AngeStreet(0);AK12(0)<Speaker>AK12</Speaker><通讯框>||:<color=#00CCFF>아무래도, 예비군 동원이든 민간인 대피든, 다 심각하게 차질이 빚어지고 있나 봐.</color>
NPC-AngeStreet(0)<Speaker>안젤리아</Speaker>;AK12(0)<通讯框>||:대부분이 실전 경험도 없는 젊은이들뿐이야. 수준 높은 작전 능력을 기대하지 않는 편이 낫겠지. 그리고 내부에 배신자까지 침투했으니, 아직까진 놈들의 계획대로 흘러가고 있을 거야.
NPC-AngeStreet(0);AK12(0)<Speaker>AK12</Speaker><通讯框>||:<color=#00CCFF>사실, 상황까지 이렇게까지 몰린 주요 원인은, 반란군이 무인 중화기 시스템 제어권을 장악해서야.</color>
NPC-AngeStreet(0);M4A1Mod(0)<Speaker>M4A1</Speaker><通讯框>||:<color=#00CCFF>그리고 방금 전의 전투 중 거의 다 파괴됐습니다... 저희 손에 의해서.</color>
NPC-AngeStreet(0)<Speaker>안젤리아</Speaker>||<BGM>BGM_Empty</BGM>:어쩔 수 없었어. 그런 상황에서 기갑이랑 탱크를 봐줄 여유가 어디 있겠냐고.
NPC-AngeStreet(0)<Speaker>안젤리아</Speaker>||<SE1>Explode</SE1><黑屏1>:그래도 아직 탄약 여유분은 충분한 것 같고, 감염생물들도 한 곳에서만 몰려오니 어찌저찌 막아낼 수는――
()||<BIN>169</BIN><BGM>BGM_Danger</BGM>:
()<Speaker>안젤리아</Speaker>||<BIN>9</BIN><黑屏2>:<color=#A9A9A9>절망은 언제나 손에 닿을 듯한 희망 바로 옆에 숨어있음을, 왜 매번 잊는 걸까.</color>
()<Speaker>안젤리아</Speaker>||<黑屏1>:<color=#A9A9A9>격리벽에서 들려오는 두 번째 폭발음이, 손 안에 들어온 희망을 산산조각 냈다.</color>
NPC-AngeStreet(0)<Speaker>안젤리아</Speaker><通讯框>||<黑屏2>:<color=#00CCFF>또 폭발이라고?! 게다가 이 규모는...</color>
AK12(2)<Speaker>AK12</Speaker>;NPC-AngeStreet(0)<通讯框>||:확인 중이야. 하지만...
M4A1Mod(0)<Speaker>M4A1</Speaker>;NPC-AngeStreet(0)<通讯框>||<SE2>Gunfight</SE2>:너무 많은 통신이 오가고 있는데다, 폭풍우의 번개 때문에 무선 채널이 폭주하고 있습니다!
M4A1Mod(0);NPC-AngeStreet(0)<Speaker>안젤리아</Speaker><通讯框>||:<color=#00CCFF>M4, 거기서 폭발 지점이 보여? 육안 관측 가능해?</color>
M4A1Mod(0)<Speaker>M4A1</Speaker>;NPC-AngeStreet(0)<通讯框>||:벽에... 격리벽에 또 구멍이 뚫렸습니다!+위치는... 지금 전송합니다!
M4A1Mod(0);NPC-AngeStreet(0)<Speaker>안젤리아</Speaker><通讯框>||:<color=#00CCFF>이럴 수가...</color>
AK12(2)<Speaker>AK12</Speaker>;NPC-AngeStreet(0)<通讯框>||:아마 시한폭탄이겠지. 왜 첫 번째 폭발 규모가 의외로 작았는지 이제야 이해가 가네.+반란군은 방위군의 구조인원과 공병대가 구멍을 처리하는 틈을 타서, 두 번째 폭발을 일으킬 셈이었을 거야.
AK12(2);NPC-AngeStreet(0)<Speaker>안젤리아</Speaker><通讯框>||:<color=#00CCFF>지금 그걸 따져봤자 소용없어. 이대로 앞뒤로 협공당하면, 방위군이...</color>
AK12(2)<Speaker>AK12</Speaker>;NPC-AngeStreet(0)<通讯框>||<黑点1>:이젠 수비해봤자 아무 의미가 없어. 앞뒤로 포위당하기 전에 여기서 벗어나야 해.
()||<黑点2>:격리벽 근처.
()<Speaker>안젤리아</Speaker>||:<color=#00CCFF>드라고비치 소위, 들리십니까!? 또 다른 곳에서 폭발이 일어났습니다!</color>
()<Speaker>방위군 장교</Speaker>||<SE2>Gunfight</SE2>:이미 보고받았소... 감염생물은 이미 우리의 후방까지 덮치고 있소. 모든 대원들을 격리벽 최상층으로 철수시키고 있는 중이오.
()<Speaker>안젤리아</Speaker>||:<color=#00CCFF>보시다시피, 퇴각로도 위태롭습니다. 계속해서 격리벽을 사수하는 건 자살행위입니다.</color>
()<Speaker>안젤리아</Speaker>||:<color=#00CCFF>병력 보존을 위해, 즉시 후퇴하십시오.</color>
()<Speaker>안젤리아</Speaker>||:<color=#00CCFF>제 부하들이 엄호할 겁니다. 제 지시를 따라 당장 철수한다면, 늦지는 않을 겁니다.</color>
()<Speaker>방위군 장교</Speaker>||<BGM>BGM_Empty</BGM>:...우린 후퇴하지 않겠소.
()<Speaker>안젤리아</Speaker>||:<color=#00CCFF>시간이 없습니다, 살아서 돌아가려면 지금뿐입니다! 더 이상 지체했다간...</color>
()<Speaker>방위군 장교</Speaker>||<BGM>BGM_Sad</BGM>:대원들은 지금, 전력으로 감염생물을 저지하고 있소. 만약 우리가 이대로 철수를 시작한다면, 최전선의 대원들은 화력 지원을 잃게 되어 모든 공세를 그대로 떠안게 될 거요. 저들을 버리고 갈 수는 없소.
()<Speaker>안젤리아</Speaker>||:<color=#00CCFF>부하들까지 죽게 만들 작정입니까!?</color>
()<Speaker>방위군 장교</Speaker>||:자네가 말한 대로요. 감염생물을 하나라도 더 처치해야, 시민들이 무사히 대피할 확률도 높아지겠지.
()<Speaker>안젤리아</Speaker>||:<color=#00CCFF>그것도 당신들이 살아남아야 가능한 이야깁니다!</color>
()<Speaker>방위군 장교</Speaker>||<SE2>Gunfight</SE2>:우리가 받은 명령은 이 격리벽을 지켜내는 것이오. 우리는 여기서 한 발짝도 물러서지 않을 거요.+격리벽 뒤로는 나의 조국이, 국민이, 나의 고향이 있소. 반드시 지켜야만 하오.+내 부하들도... 마찬가지요. 모두 가족이 저 도시에 있소.
()<Speaker>안젤리아</Speaker>||:<color=#00CCFF>......</color>
()<Speaker>방위군 장교</Speaker>||:자네들의 협력에는 진심으로 감사를 표하오. 자네들이 없었다면, 이렇게 버티지도 못했을 거요.+우리는 이대로 여기 남아 시간을 벌 테니, 어서 후퇴하시오.
()<Speaker>안젤리아</Speaker>||:<color=#00CCFF>...알겠습니다.</color>
NPC-AngeStreet(0)<Speaker>안젤리아</Speaker><通讯框>||:<color=#00CCFF>리벨리온, 지금부터 후퇴한다.</color>
M4A1Mod(0)<Speaker>M4A1</Speaker>;NPC-AngeStreet(0)<通讯框>||:하지만 저분들이...!
AK12(2)<Speaker>AK12</Speaker>;NPC-AngeStreet(0)<通讯框>||:M4, 지금은 작전 중이야. 명령에 복종해.
NPC-AngeStreet(0)<Speaker>안젤리아</Speaker><通讯框>||:<color=#00CCFF>합류 위치는 도시 내의 안전보급고. 합류한 후 다음 행동을 결정하겠다.</color>
NPC-AngeStreet(0)<Speaker>안젤리아</Speaker><通讯框>||<黑点1>:<color=#00CCFF>딴 생각 말고, 내 명령에 집중해.</color>
()||<黑点2><BIN>181</BIN>:삐익.
NPC-AngeStreet(0)<Speaker>안젤리아</Speaker>||:예고르도 그렇고 이 드라고비치란 작자도 그렇고, 하여간 어딜 가나 군인들은...+이렇게까지 훈련된 것이 과연 정말 좋은 일일까.
()||<黑屏1>:
