()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
NPC-Nemhran(0)<Position>0,30</Position><Speaker>네메아란</Speaker>;NPC-Sana(7)||:아니, 그냥 죽은 식물의 표본일 뿐이야.
NPC-Nemhran(0)<Position>0,30</Position>;NPC-Sana(7)<通讯框><Speaker>사나</Speaker>||:<color=#00CCFF>다행이다.</color>+<color=#00CCFF>그런데... 나, 이번에도 나중에 다시 잠들어야 해?</color>
NPC-Nemhran(0)<Position>0,30</Position><Speaker>네메아란</Speaker>||:...걱정 마렴, 내가 함께 있어 줄 테니.
()||<黑点1>:
()||<黑点2><BIN>467</BIN><SE1>AVG_BaseDoor_Open</SE1>:플랫폼 바닥의 파이프 출구가 소음을 냈다.
()||<SE1>AVG_2023Slow_Came_to_surface</SE1>:무수한 인간 형태의 피조물들이 초록색 폐수에 뒤섞여 지저의 틈새로 떨어지는 소리였다.
()||<SE1>AVG_AMB_Wind</SE1><黑点1>:울부짖는 바람 사이로 끝없이 떨어져...
()||<黑点2><BIN>463</BIN><SE1>ClothingUp</SE1>:철퍽.+온몸이 흠뻑 젖은 소녀들은 마침내 바닥에 닿아, 공허한 눈으로 하늘을 보았다.+그들 밑은 그 끝을 알 수 없는 시꺼먼 심연. 수를 헤아릴 수 없을 만큼 쌓인 이성질체와 니토들의 몸뚱이는 아래로 갈수록 심하게 부패하고, 가장 밑바닥은 백골뿐이었다.
()||:......
()||<黑点1><SE1>Stop_AVG_loop</SE1><BGM>BGM_Empty</BGM>:
()||<黑点2><BIN>247</BIN><BGM>GF_22W_BGM_3</BGM>:......
NPC-MorridowNew(0)<通讯框><Speaker>몰리도</Speaker>||:<color=#00CCFF>재료실의 모든 위험 샘플을 처리했어요.</color>
NPC-grig(0)<通讯框><Speaker>틸</Speaker>||:<color=#00CCFF>동탑 각층, 수비 병력 배치 완료. 대기 중.</color>
NPC-Bramedb(3)<通讯框><Speaker>브라메드</Speaker>||:<color=#00CCFF>훈련실의 모든 소모재, 청소 끝났습니다~</color>
NytoWhite(0)<通讯框><Speaker>애슐리</Speaker>||:<color=#00CCFF>동서탑 핵심 설비 부품 분해 완료. 언니가 당부하신 것을 제외한 전부 이전을 마쳤습니다.</color>
NytoWhite(0)<通讯框><Speaker>하얀 니토</Speaker>||:<color=#00CCFF>동탑 에너지 공급선, 정비 완료. 예비 선로 2개를 가동하였습니다.</color>
Nyto(1)<通讯框><Speaker>검은 니토</Speaker>||:<color=#00CCFF>동탑 포스실드, 정비 완료. 언제든지 가동할 수 있습니다.</color>
NPC-Nemhran(0)<Position>0,30</Position><Speaker>네메아란</Speaker>||:준비되는 대로 포스실드를 전개해라.
Nyto(1)<通讯框><Speaker>검은 니토</Speaker>||:<color=#00CCFF>예.</color>
NPC-Nemhran(0)<Position>0,30</Position><Speaker>네메아란</Speaker>||<SE1>AVG_whitenoise</SE1>:그리고 모든 니토들의 컨셔스 파노라마를 연결해라.+다음 지시를 내리겠다.
NytoWhite(0)<通讯框><Speaker>애슐리</Speaker>||:<color=#00CCFF>네, 바로 연결 구축하겠습니다.</color>。
NPC-Bramedb(3)<通讯框><Speaker>브라메드</Speaker>||:<color=#00CCFF>난 안 돼, 내 방식 알잖아.</color>
NPC-Nemhran(0)<Position>0,30</Position><Speaker>네메아란</Speaker>||:너와 몰리도, 틸은 각자의 위치와 시간만 지키면 된다.
NPC-Bramedb(3)<通讯框><Speaker>브라메드</Speaker>||:<color=#00CCFF>알았어.</color>
()||<黑点1>:
()||<黑点2><BIN>417</BIN>:
()||:벌침 제어 센터의 스크린에 데이터스트림이 폭포처럼 쏟아졌다.
NPC-Nemhran(0)<Position>0,30</Position><Speaker>네메아란</Speaker>||:너희의 마지막 가치를 발하려무나, 불량품들아.
()||<黑屏1>:
()||<黑屏2><BIN>487</BIN><SE1>AVG_Tinnitus</SE1>:발전소가 출력을 높여, 파이프의 진동이 탑 밑바닥부터 위로 빠르게 퍼져,+구름까지 치솟은 동탑이 번쩍 빛을 발했다.+탑 각 부위에서 떠오른 실체 없는 방패들이 펼쳐지고 이어져, 마치 바나나 껍질처럼 빈틈없이 속살을 감쌌다.+동탑을 수비하는 포스실드가 전개되었다.
()||<黑点1>:
