()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
AN94(0);AK12(0)<Speaker>AK12</Speaker>||:왜 잘못했다고 생각해?
AN94(0)<Speaker>AN94</Speaker>;AK12(0)||:기분이 안 좋은 것 같다.
AN94(0);AK12(0)<Speaker>AK12</Speaker>||:그건 아니야.+하지만 넌 지금 컨디션을 조절할 필요가 있어. 싸울 땐 전력으로 싸우고, 아닐 땐 한껏 풀어질 줄도 알아야 해.
AN94(0)<Speaker>AN94</Speaker>;AK12(0)||:하지만... 대체 어떻게 해야 풀어지는 건지 아직도 잘 모르겠다. 캐시 메모리 정리라도 하면 되는 건가?
AN94(0);AK12(0)<Speaker>AK12</Speaker>||:하아... 정말 몰라서 그래?+표정을 보면 아닌 것 같은데.
AN94(0)<Speaker>AN94</Speaker><Shake>;AK12(0)||:그럴 리가. 난 항상 표정 관리를...+...지금 유도 심문하는 건가?
AN94(0);AK12(0)<Speaker>AK12</Speaker>||:와, 정말 많이 성장했구나.+그래도 난 네가 어떻게 해야 풀어지는지 이미 알고 있다고 봐. 지난번에 그리폰과 만났을 때도 잘했잖아?
AN94(0)<Speaker>AN94</Speaker>;AK12(0)||:......+나는 네가 무사한 것을 확인하는 것만으로도 편안해진다.+자유 활동이라지만, 내겐 이것밖에 없다.
AN94(0);AK12(0)<Speaker>AK12</Speaker>||:그것밖에 없다고? 그건 네 생각이지.+그것 때문에 내 기분이 상할 거라고는 생각 안 해봤어?
AN94(0)<Speaker>AN94</Speaker>;AK12(0)||:AK12, 난 네가 바라는 대로 솔직하게 말하고 있다.+만약 네 기분을 상하게 했다면, 그만 하겠다.
AN94(0);AK12(0)<Speaker>AK12</Speaker>||:아니 아니, 네가 그리폰과 어울리면서 뭘 배웠는지 엄청 궁금해서 그래.+...아, 그렇다고 지금 당장 정리해서 말해 주지 않아도 돼.
AN94(3)<Speaker>AN94</Speaker>;AK12(0)||:...알았다.
AN94(3);AK12(4)<Speaker>AK12</Speaker>||:그런 점은 여전히 알기 쉽다니까.+아무튼, 이거 받아.
AN94(0)<Speaker>AN94</Speaker>;AK12(4)||:...?
AN94(0);AK12(4)<Speaker>AK12</Speaker>||:안젤리아가 준 연회 초청장이야. 갔다 와.
AN94(0)<Speaker>AN94</Speaker>;AK12(4)||:임무 목표는?
AN94(0);AK12(0)<Speaker>AK12</Speaker>||:그런 거 없어.
AN94(0)<Speaker>AN94</Speaker>;AK12(0)||:그럼 잠재적 위협 제거인가?
AN94(0);AK12(0)<Speaker>AK12</Speaker>||:잠재적 위협도 없어.+그냥 편하게 놀다 오는 거야. 그리폰도 거기 참석한대.+걔네랑 다시 만나는 거, 기대돼?
AN94(0)<Speaker>AN94</Speaker>;AK12(0)||:......
AN94(0);AK12(0)<Speaker>AK12</Speaker>||:예복도 예쁜 걸로 미리 준비해놨으니까, 가서 노는 법 좀 배우고 와.
AN94(0)<Speaker>AN94</Speaker>;AK12(0)||:나보다는 네가 이런 장소에 어울린다고 본다.
AN94(0);AK12(0)<Speaker>AK12</Speaker>||:난 이미 충분히 사교성이 있으니까 이런 식으로 연습하지 않아도 돼. 하지만 넌 달라.+잘 들어, AN94. 갓난 새처럼 한곳만 바라보지 마.+스스로를 둥지 속에 가두면 마인드맵이 녹슬 뿐이야. 평소에는 접촉하지 못하는 걸 좀 더 많이 봐야 해.
AN94(0)<Speaker>AN94</Speaker>;AK12(0)||:하지만...
AN94(0);AK12(0)<Speaker>AK12</Speaker>||:이게 나의 요구 사항이야.
AN94(0)<Speaker>AN94</Speaker>;AK12(0)||<黑屏1>:......알았다.+시간 맞춰 참석하겠다.
()<Speaker></Speaker>||<BGM>BGM_Empty</BGM><BIN>85</BIN><黑屏2>:연회 전날 밤.
()<Speaker></Speaker>||<BGM>BGM_Wake</BGM>:쫓아다니지 말라고 한소리 들은 것도 모자라, 연회에 혼자 가라고 등을 떠밀린 AN94는 홀로 세이프 하우스에서 멍하니 앉아 있었다.
AN94(0)<Speaker>AN94</Speaker>||:<color=#A9A9A9>(AK12는 어디 간 거지? 임무 외 시간에 좌표를 동기화할 수는 없어. 들켰다간 AK12가 싫어할 거야.)</color>+<color=#A9A9A9>(하지만 AK12의 동향을 파악하지 못하니, 마인드맵이 진정되질 않아...)</color>+극복해야 하는 건가...+<color=#A9A9A9>(AK12 없이 혼자서 연회에... 나 혼자서 대체 뭘 어떻게 해야 좋을까?)</color>
AN94(0)<Speaker></Speaker>||:AN94는 초조함을 참지 못하고 일어났다.
AN94(0)<Speaker>AN94</Speaker>||:<color=#A9A9A9>(AK12 없이 단독 활동이라니, 상상만 해도 불안해.)</color>+<color=#A9A9A9>(AK12에게 들키면, 분명 화를 내겠지만...)</color>+<color=#A9A9A9>(돌발사태를 대비해 세이프 하우스에 예비 소체를 배치했다고, 안젤리아가 말했어...)</color>+<color=#A9A9A9>(...들키지 않게 조심하자.)</color>
AN94(0)<Speaker></Speaker>||:AN94는 구석에 쪼그려앉아 바닥의 장판을 들췄다.+그리고 거기엔 예비 소체들이 나란히 누워 있었다.
AN94(3)<Speaker>AN94</Speaker>||:<color=#A9A9A9>(이것이 AK12의 소체.)</color>+<color=#A9A9A9>(참 편안한 표정이구나, 그녀답지 않게.)</color>
AN94(3)<Speaker></Speaker>||:AN94는 조심스럽게 AK12의 예비 소체를 꺼내, 미리 준비한 캐리어에 넣었다.
AN94(3)<Speaker>AN94</Speaker>||:끝나면 다시 돌려놓을 테니...+이번만 같이 있어 줘.
AN94(3)<Speaker></Speaker>||:때마침 발소리가 들려오자, AN94는 허겁지겁 캐리어를 닫고 그 위에 다소곳이 앉았다.
AN94(3);AK12(0)<Speaker>AK12</Speaker>||:나 왔어.
AN94(3)<Speaker>AN94</Speaker>;AK12(0)||:응, 무사해서 다행이다.
AN94(3);AK12(3)<Speaker>AK12</Speaker>||<BGM>BGM_Empty</BGM>:그 캐리어...
AN94(0)<Speaker>AN94</Speaker><Shake>;AK12(3)||<SE1>Heartbeat</SE1>:......
AN94(0);AK12(4)<Speaker>AK12</Speaker>||:벌써 다 준비한 모양이네?+그럼 오늘은 내가 불침번을 설게. 넌 내일 연회가 있으니 어서 푹 자.
AN94(0)<Speaker>AN94</Speaker>;AK12(4)||:휴우... 알겠다. 이만 쉬겠다.+<color=#A9A9A9>(소체를 가리도록 다른 걸 덮어놔야 했는데, 들키지는 않은 것 같아 다행이다.)</color>+그럼 수고해라, AK12.
AN94(0);AK12(4)<Speaker>AK12</Speaker>||<黑屏1><BGM>BGM_Empty</BGM>:잘 자, AN94.
AK12(0)<Speaker>AK12</Speaker>||<BIN>9</BIN><黑屏2><黑屏1>:...정말 재밌는 방법이네.+좋아, 준비한 것보다 더 큰 서프라이즈를 줄 수 있겠어.
()<Speaker></Speaker>||<BIN>139</BIN><黑屏2><BIN>80</BIN>:다음날 밤, 연회장.
NPC-Bodyguard1(0)<Speaker>경비원</Speaker>||:그리폰 직원이시군요. 이쪽입니다.
AN94(8)<Speaker>AN94</Speaker>||:고맙다.+<color=#A9A9A9>(이런 치마는 전투에 불편할 뿐인데... 그리고 구두굽도 너무 높아. 균형 유지 때문에 연산량이 늘어났어...)</color>+<color=#A9A9A9>(이것이 축하 연회인가. 확실히 안전한 것 같군. 다들 편안해 보이고.)</color>
()<Speaker>요리사</Speaker>||:아가씨! 제 신작 디저트 맛 좀 보고 가세요!
AN94(8)<Speaker>AN94</Speaker>||:...? 아, 나 말인가?
()<Speaker>요리사</Speaker>||:예 와인색 드레스가 아름다운 당신이요!+보아하니, 이런 연회는 처음이신가 보군요? 기념으로 부디 제 신작을 평가해 주셨으면 합니다만.
AN94(10)<Speaker>AN94</Speaker>||:감사히 받겠다.+...음, 새콤달콤한 딸기가 생크림의 느끼한 맛을 잡아 주고, 밑의 컵케익의 고소함과도 잘 어울리는군. 정말 맛있다.
AN94(10)<Speaker>요리사</Speaker>||:오, 안목이 있는 분이셨군요!+"세 번째 절색"이라 이름 붙인 겁니다.
AN94(10)<Speaker>AN94</Speaker>||:"달빛과 눈빛 사이, 그대는 세 번째 절색이어라"... 오래전의 시에서 따온 이름인가?
AN94(10)<Speaker>요리사</Speaker>||:와, 출처도 아시는군요?+가만 보니, 이름을 붙여준 손님과도 분위기가 꽤 닮으셨네요.
AN94(10)<Speaker>AN94</Speaker>||:셰프가 지은 이름이 아닌가?
AN94(10)<Speaker>요리사</Speaker>||:저쪽의 저 아가씨께서 지어 주셨답니다.
()<Speaker></Speaker>||:요리사는 한쪽에서 대화를 나누는 두 사람을 가리켰다.
AN94(10)<Speaker>AN94</Speaker>||:<color=#A9A9A9>(그리폰의 지휘관과... 데이터베이스 검색... 전술인형 썬더.)</color>+<color=#A9A9A9>(고전 문학을 보는 인형이 그리폰에도 있다니. 저 인형도 AK12와 잘 어울릴까?)</color>
()<Speaker>요리사</Speaker>||:저기, 손님?+다른 것도 드셔보시겠어요? 이것도 제 자신작이랍니다, 저쪽의 아가씨께서 "씁쓸한 로큰롤"이란 이름을 붙여 주셨죠!
AN94(10)<Speaker>AN94</Speaker>||<BGM>BGM_Empty</BGM>:......+아니, 미안하지만 다른 용무가 있어 이만 가보겠다.
AN94(10)<Speaker>요리사</Speaker>||:아, 그러시군요. 실례했습니다. 좋은 밤 되시길!
AN94(10)<Speaker>AN94</Speaker>||<BGM>BGM_NightOPS</BGM>:<color=#A9A9A9>(잠깐 한눈판 사이에 AK12의 소체를 담은 캐리어가 사라졌어...!)</color>+<color=#A9A9A9>(어떻게 내 탐지를 피하고 캐리어를 탈취한 거지? 내가 너무 풀어진 건가? 안 돼, 반드시 찾아내야 해!)</color>
()<Speaker></Speaker>||<黑屏1>:AN94는 온 정신을 집중해 캐리어에 장착한 발신기의 신호를 탐지했다.
AN94(10)<Speaker>AN94</Speaker>||<BIN>9</BIN><黑屏2><黑点1>:<color=#A9A9A9>(...목표 위치 확인. 찾았다!)</color>
AN94(10)<Speaker></Speaker>||<BIN>139</BIN><黑点2><SE1>Runstep</SE1>:AN94는 걷는 것도 아니고 뛰는 것도 아닌 어중간한 속도로 달려가 캐리어를 붙잡았다.
AN94(10)<Speaker>AN94</Speaker>||<SE1>Heartbeat</SE1>:<color=#A9A9A9>(다행이다, 누가 가져간 게 아니었...)</color>+<color=#A9A9A9>(잠깐, 무게가... 안에 넣어둔 소체가 사라졌어?!)</color>+<color=#A9A9A9>(누가 가져간 건가... 설마 여기에 인형 소체에 관심 있는 사람이 있는 건가?)</color>+<color=#A9A9A9>(빨리 찾아야 하는데...!)</color>
AN94(10);MDR(4)<Speaker>？？？</Speaker>||:거기 예쁜 언니~!+그 드레스 정말 예쁘다~! 붉은색 그라데이션이 지~인짜 마음에 들어! 같이 사진 찍어도 돼?+파티 끝나면 나도 같은 옷 한 벌 장만할까 싶어서 말이야~
AN94(10)<Speaker>AN94</Speaker>;MDR(4)||:<color=#A9A9A9>(데이터베이스 검색... 전술인형 MDR.)</color>+<color=#A9A9A9>(하필이면 이런 때에... 빨리 따돌려야겠어.)</color>+어... 그... 지금 사진은 조금 곤란하다...
AN94(10);MDR(4)<Speaker>MDR</Speaker>||:에이, 쑥스러워하지 말고! 분명 사진발도 엄청 잘 받을 거야!+정 부끄러우면 같이 찍자! 어때?
AN94(10)<Speaker>AN94</Speaker>;MDR(4)||:미안하지만, 지금은 정말로... 아, 캐리어... 어떡하지...
AN94(10)<Speaker>지휘관</Speaker>;MDR(4)||:MDR, 여기서 뭐하고 있어?
AN94(10);MDR(4)<Speaker>MDR</Speaker>||:아아, 마침 잘 왔어 지휘관. 지금 조사 중인데――
AN94(10);MDR(4)<Speaker>지휘관</Speaker>||:어...? AN94? MDR, 너 AN94랑 아는 사이였니?
AN94(10)<Speaker>AN94</Speaker>||<BGM>BGM_Empty</BGM>:아... 반갑다, 지휘관.+캐리어...+어떡하지...
AK12(10)<Speaker>AK12</Speaker>||<BGM>BGM_Brain</BGM>:내가 안 보는 사이에 AN94가 친구를 사귄 모양이네?
AN94(10)<Speaker>AN94</Speaker>||:AK12?!
()<Speaker></Speaker>||:AK12는 AN94에게 윙크했다.+하지만 너무 놀란 나머지, AN94는 그 눈짓이 무슨 뜻인지조차 알아차리지 못했다.+AN94는 본능적으로 입을 다물었고, AK12는 화제를 돌려 주변 인물들의 주의력을 그녀에게 돌렸다.
AN94(10)<Speaker>AN94</Speaker>||:<color=#A9A9A9>(AK12는 뭐든지 손쉽게 해내는구나.)</color>+<color=#A9A9A9>(이참에 사라진 소체를 찾아야 하는데, 소체의 전원은 꺼진 상태이니 신호를 추적할 수가 없어... 육안으로 찾는 수밖에...)</color>
AK12(10)<Speaker>AK12</Speaker>;AN94(10)||:AN94?
AK12(10);AN94(10)<Speaker>AN94</Speaker>||:...무슨 일이지?
AK12(10)<Speaker>AK12</Speaker>;AN94(10)||:텍사스 홀덤은 플레이어가 여럿 있어야 재밌으니까 너도 껴.
AK12(10)<Speaker>지휘관</Speaker>;AN94(10)||:또 멋대로 이런 일을 벌이다니... 역시 너와 AN94가 여기에 나타난 건 단순한 우연이 아니겠지?
AK12(10);AN94(10)<Speaker>AN94</Speaker>||<黑屏1>:<color=#A9A9A9>(이런, 이래서는 찾으러 다닐 수가 없어.)</color>+<color=#A9A9A9>(시간을 끌수록 소체를 찾지 못할 확률이 높아질 텐데, 어떡하지?)</color>+<color=#A9A9A9>(하지만 AK12의 요구를 거절할 수는 없고... 지금은 어쩔 수 없지.)</color>+<color=#A9A9A9>(텍사스 홀덤 관련 자료 검색...)</color>
()<Speaker></Speaker>||<BIN>139</BIN><黑屏2><BGM>BGM_Empty</BGM>:AN94는 초조해하면서도 AK12를 따라 게임에 참가했다. 그리고 예상한 것보다 훨씬 긴 시간이 걸렸다.+연회가 끝나고, AK12가 지휘관에게 작별 인사를 하는 동안 AN94는 텅 빈 캐리어를 밀면서 연회장의 바깥을 수색했다.
AN94(8)<Speaker>AN94</Speaker>||<BGM>BGM_Moon</BGM>:<color=#A9A9A9>(아, AK12의 연락이다. 5분 후 주차장에서 합류.)</color>+<color=#A9A9A9>(이제 시간이 없어, 5분 안에 찾아내지 못하면...)</color>
()<Speaker>지휘관</Speaker>||:안녕, AN94.
AN94(10)<Speaker>AN94</Speaker>||:<color=#A9A9A9>(지휘관이다.)</color>+<color=#A9A9A9>(그리폰이 이번 연회의 보안을 담당했지... 지휘관에게 물어보는 게 가장 빠를지도 몰라.)</color>+다시 봐서 반갑다, 지휘관.+갑작스러운 질문이지만... 혹시 인형 소체를 가지고 떠난 사람 있었나?
AN94(10)<Speaker>지휘관</Speaker>||:인형 소체를...?+그런 걸 연회장에서 들고 다니면 엄청 눈에 띌 텐데? 아니, 적어도 난 보지 못했어.
AN94(10)<Speaker>AN94</Speaker>||:그럴 수가...+설마 벌써 가지고 떠난 건가...?
AN94(10)<Speaker>지휘관</Speaker>||:설마 너희들 또 무슨 사건을 조사 중이었던 거야?
AN94(10)<Speaker>AN94</Speaker>||:...아, 아니다.+방금 그건 못 들은 걸로 해 주기 바란다.
AN94(10)<Speaker>지휘관</Speaker>||:...좋아, 어차피 너한테서 정보를 캐낼 수도 없을 테니.+아무튼, 연회에서 재밌게 놀았어?
AN94(10)<Speaker>AN94</Speaker>||:즐거웠다.+인간과 인형이 풀어지는 방법에 대한 데이터도 많이 수집했다.
AN94(10)<Speaker>지휘관</Speaker>||:괜찮았다는 뜻 맞지?
AN94(10)<Speaker>AN94</Speaker>||:정확히 이해하고 있다.+아직 내가 그런 방식으로 풀어질 수 있다고는 생각지 않지만...+경쟁과 계산 과정에서 "재미"를 느낄 수 있게 된 것 같다.
AN94(10)<Speaker>지휘관</Speaker>||:AK12가 할 듯한 말이네.
AN94(10)<Speaker>AN94</Speaker>||:그런가?+AK12는 내가 지휘관을 닮아가고 있다고 했다.
AN94(10)<Speaker>지휘관</Speaker>||:누구를 닮아가고 있든, 예전의 너와는 조금 달라진 건 사실이야.
AN94(10)<Speaker>AN94</Speaker>||:좋은 뜻인가?
AN94(10)<Speaker>지휘관</Speaker>||:좋은 뜻이지.
AN94(10)<Speaker>AN94</Speaker>||:그럼 다행이다.+...미안하다, 지금 반드시 찾아야만 하는 물건이 있어서 먼저 실례하겠다.
AN94(10)<Speaker>지휘관</Speaker>||:찾는 거 도와줄까?
AN94(10)<Speaker>AN94</Speaker>||:지휘관의 도움은 충분히 받았다.+고맙다. 또 보자.
()<Speaker>지휘관</Speaker>||:또 보자... 좋지.+느닷없이 이상한 대결이나 하자는 거 아니면 언제든지 놀러 오렴.
AN94(10)<Speaker></Speaker>||:그 말에, AN94는 가던 길을 멈추고 뒤돌아 나를 보았다.
AN94(10)<Speaker>AN94</Speaker>||:...아마, 그럴 기회가 또 있겠지.+나도 다시 만날 날을 기대하겠다.
()<Speaker></Speaker>||:입가는 여전히 요지부동이었지만, 눈빛은 전보다 많이 부드러웠다.+...저게 AN94가 웃는 표정일까?
AN94(8)<Speaker>AN94</Speaker>||:그럼, 이만 가보겠다.
()<Speaker></Speaker>||<黑屏1>:AN94는 다시 발걸음을 옮겼다. 그런데 걸음걸이가 어째 불안정한데, 하이힐이 익숙치 않은 탓일까?+다음에 만나게 되는 것은 언제일까 기대하며, 나는 눈으로 그녀를 배웅했다.
